id,created_time,location,no_comments,no_likes,filter,link,caption,thumbnail,tags,user_name,user_id
1456803275906840393_1985789487,2017-02-23 22:15:05,"35.5799, -82.5558",2,30,Normal,https://www.instagram.com/p/BQ3mtxoDXdJ/,Red on map is showing spring in US southeast is occurring 3 weeks earlier than average. I'm working outside. It's February. Nice but not. #actonclimate #everydayclimatechange,,"actonclimate, everydayclimatechange",le_bj,1985789487
1456798443187977215_2311374301,2017-02-23 22:05:29,,6,81,Normal,https://www.instagram.com/p/BQ3lnczj7v_/,"Several droughts This is the face of climate change in one of the must vulnerable countries, Honduras. ""Los Laureles"" is one of the two water reservoirs that supplies the capital city, Tegucigalpa, with a critical level meaning for more than 500.000 people receiving water just one or two days per week for about 6hs. #climatechange #drought #water #vulnerability #risk #health #environment #actnow #globalwarming #adaptation #resilience #everydayclimatechange #photography #urban #documentaryphotography #savewater #challenge #adaptationfund #awareness #waterislife #climatechangeisreal #documentary #waterreservoir #represa #cambioclimatico #tegucigalpa #honduras",,"waterreservoir, climatechangeisreal, photography, represa, actnow, honduras, cambioclimatico, resilience, adaptation, documentaryphotography, risk, globalwarming, climatechange, awareness, waterislife, water, savewater, vulnerability, tegucigalpa, adaptationfund, drought, health, challenge, urban, environment, everydayclimatechange, documentary",s.christian.rossi,2311374301
1456758797820364209_1723475638,2017-02-23 20:46:43,"29.6167, 52.5333",3,105,Normal,https://www.instagram.com/p/BQ3cmiLggWx/,#iran #shiraz #iranshots #photography #photo #iranpx #canon #everydprk #everydaymiddeleeast #magnumphotos #everydayclimatechange #everydauiran #hikaricreative #everydayeverywhere #art # #instagram #everydayeverywhere #lensculture#Silhouette #everydayiran #500pix #everydayiran #aliasghar_mohammadi #ایران# شیراز# باغ_ارم#_ #عکاسی #عکس #عکس_هنری,,"عکاسی, photography, ایران, everydaymiddeleeast, canon, iran, everydauiran, lensculture, everydayeverywhere, عکس_هنری, iranshots, iranpx, silhouette, shiraz, aliasghar_mohammadi, _, everydayiran, magnumphotos, photo, عکس, instagram, art, hikaricreative, everydayclimatechange, 500pix, everydprk",aliasghar.mohammadi.71,1723475638
1456745034958699087_1439951262,2017-02-23 20:19:22,"25.197140625079, 55.274960166293",3,59,Normal,https://www.instagram.com/p/BQ3ZeQhBvpP/,"If we can built amazing cities like this on deserts , I question our need to expand into forests. I wish I could complement human resources and skills for building such architectural marvels , but those skills are all a waste if they cannot contribute to the welfare of the environment. #dubai #uae #monochrome #city #people #architecture #travel #traveling #visiting #instatravel #instago #tower #building #street #cityscape #light #skyline #skyscraper #water #outdoors #business #conservation #environment #preserve #climatechange #ecofriendly #regram #greenpeace #everydayclimatechange",,"cityscape, monochrome, uae, building, climatechange, traveling, skyline, regram, tower, instago, instatravel, light, water, people, skyscraper, preserve, greenpeace, street, architecture, business, dubai, city, outdoors, environment, everydayclimatechange, travel, conservation, visiting, ecofriendly",homagni.dutta,1439951262
1456721627428697714_1662071435,2017-02-23 19:32:52,,0,40,Normal,https://www.instagram.com/p/BQ3UJojhDZy/,"Вугільна промисловість продукує цілий ряд шкідливих наслідків для довкілля як в Україні, так і в інших країнах. Розкажіть нам за допомогою #ecooko, що ви знаєте про це! На фото 6-річний Бабу несе біля 30 кг вугілля. У 2016 році зафіксовано 100 років як у його місті Джхарія відбуваються підземні пожежі. За оцінками вже неможливо продовжувати стабілізувати ґрунт, що може привести до евакуації всього міста. Але незважаючи на Паризьку кліматичну угоду, в грудні минулого року Індія оголосила, що як і раніше планує подвоїти видобуток вугілля до 2020 року. Наразі країна третя в світі по продукуванню вугляцю і її енергетика на 2/3 залежить від видобутку вугілля. Проте, також планується збільшення використання екологічно чистої енергії, наприклад, сонячної. #DocudaysUA #ecology #filmfestival #Ukraine #Kyiv #climatechange #globalwarming #everydayclimatechange #people #life #climatechange #pollution #fire #nature #India",,"nature, fire, people, india, ecooko, filmfestival, life, globalwarming, docudaysua, ecology, pollution, climatechange, everydayclimatechange, ukraine, kyiv",docudays_ua,1662071435
1456721415575049729_1335170570,2017-02-23 19:32:26,,0,27,Normal,https://www.instagram.com/p/BQ3UGjQDhYB/,"Ця мальовнича місцевість відома зараз як Бакота - за назвою колись розташованого тут села Кам'янець-Подільського райну Хмільницької області. Воно було затоплене під час будівництва Дністровської ГЕС. Русло річки Дністер перекрили у жовтні 1981 року, а 1987-го вода досягла того рівня, який ми маємо сьогодні. Неймовірної шкоди було тоді завдано Дністру та довкіллю створенням водосховища. Відомий такий факт: під час виселення жителів села змушували власноруч руйнувати свої оселі та зрубувати дерева в своїх садках. Якого ставлення до природи можна очікувати від влади, яка прирекла селян на такі психологічні тортури? Зараз наше суспільство потроху змінюється і стає людиноцентричним. Може, наступний крок - дбайливе ставлення до довкілля? #docudaysUA #ecooko #EveryDayClimateChange #bakota #water #landscape #disaster #summer #лето #пейзаж #Бакота #Україна #затопленесело #затоплене",,"затопленесело, everydayclimatechange, summer, бакота, ecooko, landscape, затоплене, україна, disaster, пейзаж, bakota, water, лето, docudaysua",the.bullfinch,1335170570
1456634634493321194_1611889310,2017-02-23 16:40:01,"30.494326331926, -91.170304839062",5,50,Normal,https://www.instagram.com/p/BQ3AXuEgV_q/,"This Exxon refinery in western Baton Rouge, one of the largest in the country, is surrounded by residential neighborhoods. It was the subject of an extended NPR piece in 2013, which highlighted the possible health impacts of volatile organic compounds (VOCs) used in oil refining, and also exposed the persistent underreporting of VOC emissions by oil refiners. As is often the case with heavily polluting industries, the neighborhoods surrounding the Baton Rouge refinery are disproportionately made up of low-income communities and communities of color, highlighting the need for community self-determination on environmental issues. The Movement for Black Lives calls this ongoing inequity “environmental racism”, and argues that it “is largely a result of our dispossession and lack of control over land, resources, and decision making abilities in our communities."" Cycling the world, telling the human story of climate change. #climate #climatechange #fossilfuels #renewables #renewableenergy #renewablefuture #cycling #bicycling #biking #worldbybike #cycletouring #bicycletouring #activetransport #hesterthebike #travel #travelphotography #landscape #nikon #everydayclimatechange #blm #blacklives #m4bl",,"bicycling, cycling, fossilfuels, everydayclimatechange, renewableenergy, landscape, climatechange, renewables, travel, travelphotography, nikon, worldbybike, renewablefuture, hesterthebike, climate, blm, biking, bicycletouring, cycletouring, blacklives, activetransport, m4bl",360bybike,1611889310
1456613596737001166_3406831340,2017-02-23 15:58:13,,8,66,Normal,https://www.instagram.com/p/BQ27llIg1bO/,"""Le Gardien"" (aerial view, detail) ⠀ Marbre noir Golzinne de Belgique⠀ ⠀ Black marble Golzinne from Belgium⠀ ⠀ #art#marbre#marble#marmo#sculpture#tailledirecte#directcarving#artist#fineart#ecology#ecologie#artcontemporain#contemporaryart#fineartist#artwork#artlovers#sculptor#savoirfaire#handmade#madeinfrance#arbre#tree#climatechange#everydayclimatechange",,"madeinfrance, everydayclimatechange, sculpture, marmo, contemporaryart, artwork, artcontemporain, climatechange, sculptor, arbre, artist, art, tailledirecte, fineartist, handmade, ecology, ecologie, fineart, savoirfaire, artlovers, directcarving, marbre, marble, tree",herrelsculpteur,3406831340
1456613098974550433_2159100384,2017-02-23 15:57:14,,0,25,Normal,https://www.instagram.com/p/BQ27eVjjxmh/,Mari kawan berpartisipasi Peringatan Hari Peduli Sampah Nasional #cirebonbebaspenyampah2022 #cirebongogreen #sanggarLHCirebon #banksampah #everydayclimatechange #volunteer,,"everydayclimatechange, volunteer, sanggarlhcirebon, cirebongogreen, cirebonbebaspenyampah2022, banksampah",cecepvolunteer,2159100384
1456589367023530425_1561110271,2017-02-23 15:10:05,"55.712191695, -4.3414639199423",4,844,Normal,https://www.instagram.com/p/BQ22E_dDHG5/,"Photo by @JshPhotog - Visitors to Whitelee Wind Farm, outside Glasgow, Scotland, examine a blade from a wind turbine. This wind farm has 215 turbines, making it the largest onshore wind farm in the UK, and the 2nd largest in Europe (the largest is in Romania). The turbine blade pictured is 40metres long, and when traveling at maximum speed, a turbine’s blade’s tips can travels at speeds of up to 240kmph. A light breeze of 3.5metres per second is enough to turn a turbine, but optimum peak output is reached with wind speeds of around 13metres per second, equivalent to a strong gale. This wind farm harnesses the power of the winds coming off of the North Atlantic, making the infamous Scottish weather a great source of renewable and sustainable energy, helping the country to cut climate-wrecking greenhouse gas emissions from fossil fuel usage. #ClimateChange #WhiteleeWindFarm #JeremySuttonHibbert #WindPower #energy #renewables #Glasgow #Scotland #EverydayClimateChange",,"everydayclimatechange, energy, glasgow, climatechange, renewables, jeremysuttonhibbert, windpower, scotland, whiteleewindfarm",everydayclimatechange,1561110271
1456584342046533283_2419665502,2017-02-23 15:00:06,"10.4933, -67.5272",2,741,Normal,https://www.instagram.com/p/BQ2073lFGaj/,Fotografía: @adrianactitud - Lugares. . . . . . . . . . . . . #vzla #chuao #instavenezuela #color #photography #ig_venezuelan_pro #spicollective #everydayclimatechange,,"everydayclimatechange, vzla, instavenezuela, color, ig_venezuelan_pro, chuao, spicollective, photography",fotografos_venezuela,2419665502
1456139685674880109_903353047,2017-02-23 00:16:39,"-34.8833, -56.1667",0,44,Normal,https://www.instagram.com/p/BQ1P1REAAxt/,#Montevideo #Uruguay #sun #clouds #sky #sunset #sunsetlovers #buildings #cityview #everydayclimatechange,,"montevideo, sunsetlovers, everydayclimatechange, clouds, cityview, sun, uruguay, buildings, sunset, sky",alelitata,903353047
1456571909382033317_348550915,2017-02-23 14:35:24,,1,153,Normal,https://www.instagram.com/p/BQ2yG8wh0-l/,Lugares. . . . . . . . . . . . . #vzla #lugares #venezuela #photography #ig_venezuelan_pro #spicollective #everydayclimatechange #everydaylatinamerica #rmtf #photodocumentary #documentinglife #documentaryphoto #everybodystreet #streetcolor #lensculturestreets #colorphotography #instaven #streetphotovenezuela #creati_photo #myspc17 #hub_ve #outofthephone #friendsinperson #ig_venezuela #life_is_street #streetsgrammer #ArmandoReveron #Reveron #cultureir #streetsgrammer,,"instaven, colorphotography, armandoreveron, life_is_street, everydayclimatechange, creati_photo, everydaylatinamerica, ig_venezuela, streetcolor, streetsgrammer, photodocumentary, rmtf, cultureir, lugares, hub_ve, myspc17, spicollective, reveron, venezuela, vzla, streetphotovenezuela, friendsinperson, everybodystreet, documentaryphoto, outofthephone, documentinglife, ig_venezuelan_pro, photography, lensculturestreets",adrianactitud,348550915
1456561622248351946_1682880966,2017-02-23 14:14:57,,0,29,Lo-fi,https://www.instagram.com/p/BQ2vxQHlGjK/,Photo by: @duniaimaji (Fahreza Ahmad). Need donation for unfinished story. Anyone.? #creativeimagemagazine #everydayeverywhere #everydayclimatechange #reportagespotlight #1000kata #pewartafotoindonesia,,"reportagespotlight, everydayclimatechange, pewartafotoindonesia, 1000kata, everydayeverywhere, creativeimagemagazine",duniaimaji,1682880966
1456549882306380734_1049234397,2017-02-23 13:51:38,"41.7958, -87.5769",2,43,Normal,https://www.instagram.com/p/BQ2tGacgkO-/,"022317 643 51° Greetings, Trappist-1! #sunrise #dawn #lakemichigan #chicago #sendinglove #newsolarsystem #refugeeswelcome #everydayclimatechange",,"refugeeswelcome, everydayclimatechange, sendinglove, dawn, chicago, sunrise, newsolarsystem, lakemichigan",barbarakoenen,1049234397
1456510742403748434_1045868116,2017-02-23 12:33:52,"44.941955915762, 6.8697081989545",11,172,Normal,https://www.instagram.com/p/BQ2kM2khBJS/,Take the risk to be happy → Please R E S P E C T nature as #everydayclimatechange _ #wintertime #mountains #outdoors #alps #scenery #explorer #wanderlust #ig_piemonte #alpine #ig_italy #scatto_italiano #travelgram #exklusive_shot #exploreeverything #lightpainting #longexposurephotography #landscapelover #landscape_specialist #liveauthentic #igmasters #exploretocreate #shotaward #fatalframes #illgrammers #whatitalyis #earthfocus #neverstopexploring #timetoplay,,"everydayclimatechange, illgrammers, exploretocreate, outdoors, landscapelover, lightpainting, earthfocus, scatto_italiano, wanderlust, ig_piemonte, scenery, timetoplay, alpine, exploreeverything, liveauthentic, travelgram, landscape_specialist, alps, ig_italy, wintertime, longexposurephotography, mountains, exklusive_shot, igmasters, whatitalyis, neverstopexploring, shotaward, explorer, fatalframes",edoardobrunofalletta,1045868116
1456504730430873738_989616836,2017-02-23 12:21:55,"-36.4167, 148.633",4,81,Normal,https://www.instagram.com/p/BQ2i1XfAiCK/,Blue Poles by Jackson Pollock was one of my favourite paintings when I was a kid...one of the most striking things about the Australian Alps is the incredible diversity of vegetation and the intricate patterns of the colours and designs of the natural environment... just like an abstract expressionists painting... what happens in front of your eyes seems so random but completely makes sense...Day 52 of a photo a day for a year #justgoshoot #my_365 #instadaily #instamood #instagood #everydayaustralia #burndiary #featureshoot #shootermag #yourshotphotographer #photooftheday #dailyphoto #dailypic #dailylife #photojournalism #everydayclimatechange #mountainlife #australianlife #australianalps #ngarigocountry #natgeoyourshot,,"everydayclimatechange, photooftheday, instadaily, shootermag, dailylife, natgeoyourshot, instagood, instamood, dailyphoto, featureshoot, burndiary, my_365, dailypic, australianalps, everydayaustralia, justgoshoot, ngarigocountry, photojournalism, yourshotphotographer, australianlife, mountainlife",lisahogben,989616836
1456488283172463061_54005564,2017-02-23 11:49:15,,1,126,Normal,https://www.instagram.com/p/BQ2fGByA2HV/,"Mandaluyong City, PH 2017 © Larry Monserate Piojo RICOH GR II #themetropolitanchronicles #everydayphilippines #everybodystreet #everydayeverywhere #everydayclimatechange #everydayasia #human_street_life #hikaricreative #ReportageSpotlight #blackandwhite #photojournalismph #streetphotographer #streetphotography #streettogs #fotografiaunited #kalyegraphy #ig_pilipinas #street_icp #litratongpinoy #bw_best #stunningbnw #litratistasadaan #wearethestreet #ricohgrII #pentaxph",,"streettogs, litratongpinoy, everydayclimatechange, everydayeverywhere, stunningbnw, blackandwhite, streetphotography, everydayphilippines, fotografiaunited, photojournalismph, street_icp, litratistasadaan, human_street_life, ig_pilipinas, hikaricreative, everydayasia, kalyegraphy, streetphotographer, themetropolitanchronicles, pentaxph, ricohgrii, bw_best, reportagespotlight, everybodystreet, wearethestreet",larrymonseratepiojo,54005564
1456443051420518296_231768598,2017-02-23 10:19:23,,6,106,Normal,https://www.instagram.com/p/BQ2Uz0bgYeY/,"Calderra Toba, North Sumatra, Indonesia. Shot with Sony Ilce7 + #Rokkor Glass 58mm F1.2 + tilt adapter. #Medan #InstaMedan #Indonesia #sonyalpha #SonyA7 #sonyalpha_id #everydayclimatechange #sonyimages #reportagespotlight #natgeocreative # #photojournalism #PhotoDocumentary #MinoltaLens #MinoltaF12 #ManualLens #trees #landscapephotography #tiltlens #vintagelens #IshotManual #paddyfields #calderra #hillside #laketoba #samosir #tiltlens #tiltshift #tiltedkilt #tilting",,"everydayclimatechange, tiltshift, calderra, sonyalpha_id, tilting, medan, instamedan, trees, natgeocreative, rokkor, minoltaf12, photodocumentary, hillside, ishotmanual, vintagelens, indonesia, tiltlens, sonyalpha, paddyfields, manuallens, minoltalens, samosir, sonya7, photojournalism, laketoba, reportagespotlight, landscapephotography, tiltedkilt, sonyimages",chalid_,231768598
1456403671839319542_3553524487,2017-02-23 09:01:08,,1,50,X-Pro II,https://www.instagram.com/p/BQ2L2xVjqX2/,"#экология #экопроблема #Kiev #экологическиепроблемывукраине #everydayclimatechange #ecooko #DocudaysUA #Киев #Украина #экологиявукраине #загрязнениеокружающейсреды #pollution #Пластик стал обязательным атрибутом городского пейзажа. В наш век информации мы подкованы, образованы, начитаны, красиво одеты, упакованы всяческими гаджетами, но при этом совершенно глухи к окружающей нас реальности. Красивые рекламные тексты нас убеждают, что совершенно не нужные вещи, продукты, предметы нам необходимы. И все, о чем только можно подумать, запаковано в пластиковую тару, которую используют единоразово и в большинстве случаев выбрасывают не задумываясь, что с ней будет дальше. Тот, кто не особо ""заморачивается"" бросает эту упаковку прямо на обочину дороги по которой идёт распаковывая на ходу товар, кто посознательнее-выбрасывает в #мусор. И лишь некоторые задумываются о том, что дальше. Именно сейчас вопрос будем ли мы жить на свалке своих же отходов или в процветающей и чистой стране стоит довольно остро. #пластиковыебутылки можно сейчас сдать в любом пункте приёма #вторсырья и при чем получить за это символические деньги, так как #пластик это #ценныйресурс, его можно перерабатывать и делать массу полезных вещей. Осознанное, рациональное и бережное отношение к себе, окружающим, окружающей нас среде и людям, к имеющимся в нашей стране ресурсам и богатствам, ещё не до конца разоренным и имеющим возможность восстанавливаться и приумножаться - в этом наше процветающее будущее. Да, нужно время, чтобы мы задумались, переосмыслили наши потребительские #привычки, это процесс не быстрый, но нужно начинать сейчас и каждому из нас. Моё советское детство научило меня собирать #макулатуру - долгие годы собираю каждый не нужный мне лист #бумаги, #журналы, #картон и сдаю в #пунктыприемавторсырья, благо, таких пунктов у нас предостаточно ещё со времен СССР. Я очень люблю #деревья и это может помочь #сохранить хоть часть из них. Перестроиться на #сбор и #сортировку своего ""мусора"" не так сложно, как найти, где его примут у нас хотя бы бесплатно. Тем не менее я сортирую все и ищу эти возможности, избегаю ненужных покупок, #пакетов, и верю, что мы можем жить в #чистой стране!",,"картон, привычки, everydayclimatechange, экология, мусор, сортировку, ecooko, пластиковыебутылки, украина, чистой, киев, пластик, макулатуру, бумаги, пунктыприемавторсырья, kiev, pollution, журналы, docudaysua, деревья, экологическиепроблемывукраине, вторсырья, экологиявукраине, ценныйресурс, пакетов, загрязнениеокружающейсреды, экопроблема, сбор, сохранить",little___angel___,3553524487
1456363520244658913_208518103,2017-02-23 07:41:22,,3,67,Normal,https://www.instagram.com/p/BQ2CufQBTLh/,At the first light #ngtdailyshot #nature #naturephotography #nikonphotography #nikond3300 #artofvisuals #moodygrams #gramoftheday #insta_crew #createcommune #_soi #ic_nature #treesofinstagram #indiapictures #indiaphotoproject #indiaclicks #igersofindia #ajeinpictures #cntgiveitashot #throughfresheyes #reflections #everydayindia #everydayclimatechange,,"nikonphotography, _soi, reflections, nature, ic_nature, everydayclimatechange, ajeinpictures, igersofindia, ngtdailyshot, everydayindia, cntgiveitashot, indiaphotoproject, insta_crew, naturephotography, treesofinstagram, indiaclicks, artofvisuals, gramoftheday, throughfresheyes, nikond3300, indiapictures, moodygrams, createcommune",storywaali,208518103
1456369810895393785_334288061,2017-02-23 07:53:52,,8,92,Normal,https://www.instagram.com/p/BQ2EKB4BdP5/,"An innovative way to stop deforestation is to write the name of a God on its bark. In this case, it's written as 'RAM', the legendary character of Hindu mythological story, Ramayan. Prohibiting deforestation is very important especially if it's a flood devastated region like Majuli. In three decade, Majuli reduced to 400sqkm from a massive 1200sq km area due to devastating flood. Majuli still recognized as the World's largest river island according to Guinness World Records. #delhi #delhigram #mypixeldiary #dailylife #instagood #indianphotography #india #traveldiary #travelling #indiapictures #ig_captures #igers #igs #igdaily #ig_asia #india_gram #_soi #instagram #photo #photooftheday #photogrid #everydayeverywhere #everydayasia #photojournalism #reportagespotlight #instagrammers #stories #assam #guardiantravelsnaps #everydayclimatechange",,"instagrammers, _soi, assam, everydayclimatechange, photooftheday, india, everydayeverywhere, dailylife, instagood, stories, delhi, delhigram, photo, igers, ig_captures, everydayasia, traveldiary, ig_asia, indianphotography, instagram, photojournalism, travelling, guardiantravelsnaps, india_gram, reportagespotlight, indiapictures, igdaily, igs, mypixeldiary, photogrid",vibgyor_mind,334288061
1456219361580590962_187034002,2017-02-23 02:54:57,"42.11457737114, -88.161559020437",8,56,Inkwell,https://www.instagram.com/p/BQ1h8tCDqdy/,53/365 Frozen Pond 2/22/17 #365project #365 #365days #365dayphotochallenge #aphotoaday #naturephotography #jj_nature #bw #blackandwhitephotography #blackandwhite #bnw #jj_blackandwhite #jj_monochrome #chicago #chicagoshots #winter #jj_chicagoland #nature #everydayclimatechange #naturecenter #lagoon #forestpreserve #walkinthewoods,,"nature, everydayclimatechange, bw, aphotoaday, winter, blackandwhite, chicago, 365days, blackandwhitephotography, jj_blackandwhite, bnw, jj_chicagoland, naturephotography, chicagoshots, jj_monochrome, walkinthewoods, lagoon, jj_nature, 365project, 365dayphotochallenge, forestpreserve, 365, naturecenter",pigolincolorado,187034002
1456097038119142097_356587747,2017-02-22 22:51:55,"1.29306, 103.856",14,888,Sierra,https://www.instagram.com/p/BQ1GIqblwLR/,"If you are in Singapore, don't miss our upcoming event: @EverydayClimateChange Outdoor Exhibition at Objectifs, Singapore Objectifs - Centre for Photography and Film Courtyard 16 March to 30 April 2017 Tue to Sat, 12pm to 7pm / Sun, 12pm to 4pm Admission: Free (link in bio) #yemen #climatechange #everydayclimatechange #singapore",,"yemen, climatechange, singapore, everydayclimatechange",matildegattoni,356587747
1456095231917506568_3553140066,2017-02-22 22:48:19,,0,53,Normal,https://www.instagram.com/p/BQ1FuYRlUAI/,"#EveryDayClimateChange #eсooko #DocudaysUA Я вже робив пост провітроенергетику та її необхідність і не лише я, проте в цій фотографіі зробленой поблизу Херсону, поєднується боротьба за та проти екології: з одного боку більш чистий спосіб видобутку енергії а з іньшого розростаюче місцезвалище побутових відходів, що виникло на залишках промисллвого мусору залишеного будівельниками вітрогенераторів. @docudays_ua @everydayclimatechange @natgeo @natgeotravel @travel.photography.life #tbt #apple #iphone #2016 #summer #selfie #like #photography #photo #gym #эко #lifestyle #luxury #life #fit #fashionblogger #ukraine #gopro #экология #spor #family #мариуполь #vip #vintage #херсон #travel",,"everydayclimatechange, selfie, экология, spor, мариуполь, luxury, photo, gym, travel, iphone, eсooko, vintage, vip, docudaysua, ukraine, lifestyle, fashionblogger, summer, family, tbt, life, fit, эко, херсон, like, gopro, 2016, apple, photography",dorogovthev.s,3553140066
1456092865382089606_2151007920,2017-02-22 22:43:37,,0,20,Normal,https://www.instagram.com/p/BQ1FL8RFIOG/,"#Regram Secondo uno studio dell'Universita' di Palermo, l'area marina protetta delle isole Egadi vale circa 10 miliardi di euro: il tesoro di questi mari si chiama Posidonia, una pianta oceanica molto diffusa nel Mediterraneo . Ha un valore ecosistemico molto alto perché è' il polmone verde dell'oceano, in quanto essendo una pianta assorbe anidride carbonica e produce due volte e mezzo l'ossigeno della foresta amazzonica. Difende la biodiversità e salva le coste dall'erosione. I mari sono una risorsa #sustainable #everydayclimatechange #fish #sea @leonardodicaprio #ouroceanisourfuture",,"sea, fish, regram, everydayclimatechange, ouroceanisourfuture, sustainable",katiamisciagna,2151007920
1456076021022591742_43947917,2017-02-22 22:10:09,"-28.14183, 153.49211",14,447,Normal,https://www.instagram.com/p/BQ1BW0vBAr-/,"Reflection, refraction, absorption - continuing my exploration of light ➕ This collection of work lives on my website and is available for print (link in bio) @tedgrambeau ➕ #TedGrambeauGallery #sealevel➕",,"tedgrambeaugallery, sealevel➕",tedgrambeau,43947917
1456035082293052720_234178868,2017-02-22 20:48:49,"40.7513809, -74.0043182",0,21,Normal,https://www.instagram.com/p/BQ04DFklYUw/,"#WRRQ's #installation in #aperturefoundation's #exhibition curated by #ForFreedoms, the first #artist run #SuperPAC. The show opens tonight and includes beautiful work also from #Kamoinge, #EverydayClimateChange, #InvisibleBorders, #PieceofCake, and #Rawiya. #transpower one of many #freedoms addressed...",,"superpac, kamoinge, wrrq, everydayclimatechange, installation, artist, invisibleborders, forfreedoms, exhibition, transpower, pieceofcake, rawiya, aperturefoundation, freedoms",farrahkarapetian,234178868
1455993777012782164_348550915,2017-02-22 19:26:45,,24,242,Normal,https://www.instagram.com/p/BQ0uqBCBrRU/,Lugares. . . . . . . . . . . . . #ig_venezuela #chuao #instavenezuela #photography #ig_venezuelan_pro #spicollective #everydayclimatechange #everydaylatinamerica #rmtf #photodocumentary #documentaryphoto #everybodystreet #streetcolor #lensculturestreets #colorphotography #instaven #streetphotovenezuela #myspc17 #outofthephone #friendsinperson #ig_venezuela #life_is_street #streetsgrammer #instalovenezuela #cultureir #ig_latinoamerica_ #ig_color #urbanocity #elnacionalweb #chuao_venezuela #people_infinity,,"ig_color, colorphotography, spicollective, everydaylatinamerica, rmtf, people_infinity, ig_venezuelan_pro, chuao_venezuela, urbanocity, friendsinperson, cultureir, chuao, outofthephone, documentaryphoto, instaven, instalovenezuela, ig_venezuela, instavenezuela, everydayclimatechange, streetphotovenezuela, streetcolor, lensculturestreets, everybodystreet, streetsgrammer, life_is_street, photodocumentary, ig_latinoamerica_, myspc17, photography, elnacionalweb",adrianactitud,348550915
1455981654803019728_962642312,2017-02-22 19:02:40,,14,1592,Normal,https://www.instagram.com/p/BQ0r5nWBPfQ/,central Mosque in #kurdistan #boukan #hikaricreative,,"hikaricreative, boukan, kurdistan",mkhezriyani,962642312
1455971058489510618_182764379,2017-02-22 18:41:37,,7,49,Ludwig,https://www.instagram.com/p/BQ0pfawhEra/,"A water hole makes a world of difference, and provides water for people, livestock (which ultimately helps people to survive) and trees (which also ultimately helps people survive). This village in Sahil, Somaliland continues to carefully manage their water hole, years after project funding finished #goodresults #lastingresults #survivalskills #water #trees #drought #climatechange #climateaction #somalia #africa #everydayafrica #everydayclimatechange #everydayheroes",,"somalia, climatechange, trees, everydayclimatechange, goodresults, survivalskills, drought, lastingresults, water, africa, climateaction, everydayheroes, everydayafrica",ingridsost,182764379
1455957571747460397_1335170570,2017-02-22 18:14:49,,4,68,Normal,https://www.instagram.com/p/BQ0mbKQDDUt/,Природа перемагає! _____________ Nature wins! _____________ #ecooko #EveryDayClimateChange #docudaysUA #ecology #plant #nature #industrial #flowers #landscape #victory #Mariupol #mariupolgram #mrpl #Ukraine #Мариуполь #природа #завод #трава #цветы #полевыецветы #индустриальный #экология #екологія #Маріуполь #квіти #польовіквіти #індустріальний,,"landscape, ukraine, полевыецветы, мариуполь, квіти, plant, природа, екологія, индустриальный, docudaysua, маріуполь, ecology, mariupolgram, mrpl, трава, everydayclimatechange, завод, mariupol, flowers, экология, victory, ecooko, польовіквіти, цветы, індустріальний, industrial, nature",the.bullfinch,1335170570
1455942614003011662_3550308274,2017-02-22 17:45:06,,1,66,Normal,https://www.instagram.com/p/BQ0jBfxANBO/,"Gold mining in Kachin state, Myanmar. #goldmining #everydayclimatechange #kachin #myanmar #onassignment #photojournalism",,"myanmar, goldmining, everydayclimatechange, photojournalism, onassignment, kachin",hkun_lat_dumhpau,3550308274
1455828321047705037_1049234397,2017-02-22 13:58:01,"41.7958, -87.5769",0,36,Normal,https://www.instagram.com/p/BQ0JCUKAHXN/,022217 655 52° #sunrise #dawn #lakemichigan #chicago #sendinglove #Trumpsy-turvy #showyourtaxes #everydayclimatechange,,"sunrise, everydayclimatechange, chicago, trumpsy, showyourtaxes, lakemichigan, sendinglove, dawn",barbarakoenen,1049234397
1455556744636876142_1418141984,2017-02-22 04:58:27,,8,2459,Normal,https://www.instagram.com/p/BQzLSW6gUVu/,"A protest for the right to water in Malad, Mumbai, by the residents of Ambujwadi, an informal settlement. Organized by grassroots movement Ghar Bachao Ghar Banao, thousands of mostly women carried empty water pots to surround the municipal office. On the 28th of July 2010, the General Assembly of the United Nations, recognized access to clean water and sanitation as a human right, with a vote of 121 nations voting for the resolution, with none voting against, along with 41 abstentions. India voted for water as a human right. Meanwhile the municipal authorities of Mumbai deprive hundreds of informal settlements of water, leaving them at the mercy of mafias. #Mumbai #EverydayMumbai Photo @moondynamite",,"everydaymumbai, mumbai",everydaymumbai,1418141984
1455540511615898647_187034002,2017-02-22 04:26:12,"42.11457737114, -88.161559020437",5,44,Inkwell,https://www.instagram.com/p/BQzHmIvDlQX/,52/365 Leaf 2/21/17 #365project #365 #365days #365dayphotochallenge #aphotoaday #naturephotography #jj_nature #bw #blackandwhitephotography #blackandwhite #bnw #jj_blackandwhite #jj_monochrome #chicago #chicagoshots #winter #jj_chicagoland #nature #leaf #everydayclimatechange #naturecenter,,"jj_nature, aphotoaday, jj_blackandwhite, chicagoshots, 365, blackandwhite, bnw, naturecenter, jj_monochrome, leaf, bw, 365days, jj_chicagoland, everydayclimatechange, 365project, chicago, blackandwhitephotography, 365dayphotochallenge, winter, naturephotography, nature",pigolincolorado,187034002
